ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersion,PointsAchieved,CertLevel,CertDate,IsCertified,GrossFloorArea,ProjectTypes,RegistrationDate,UnitOfMeasurement
1000175585,No,Cheongna Logistics Center,391-9 Wonchang-dong,Incheon,,22853,Republic of Korea,v4,61,Gold,4/9/2024,Yes,332786,,4/7/2023,sq m
1000173355,No,Pyeongtaek Logistics Park,"847,Huegok-ri,",Pyeongtaek-si,,17963,Republic of Korea,v4,64,Gold,3/14/2025,Yes,185915,,3/5/2023,sq m
1000194494,No,Christian Dior Hyundai Main Women RTW,"165 Apgujeong-ro, Gangnam-gu, Seoul",Seoul,,06001,Republic of Korea,v4,60,Gold,5/8/2025,Yes,284,,2/19/2024,sq m
1000157161,No,MASTERN REF NO.126-MUSINSA CAMPUS,seongdong-gu,Seoul,,04797,Republic of Korea,v4,63,Gold,11/20/2022,Yes,14114,,3/14/2022,sq m
1000157199,No,SKT Sphere Sindorim,"662, Gyeongin-ro, Guro-gu",Seoul,,08209,Republic of Korea,v4,62,Gold,9/15/2022,Yes,2334,,3/16/2022,sq m
1000157210,No,KKR Korea Office Renovation,"26, Eulji-ro 5-gil, Jung-gu",Seoul,,04539,Republic of Korea,v4,63,Gold,8/16/2022,Yes,1305,,3/16/2022,sq m
1000157220,No,The Pinnacle Yeoksam II,"145 Teheran-ro, Gangnam-gu",Seoul,,06132,Republic of Korea,v4.1,62,Gold,11/16/2022,Yes,13590,,3/16/2022,sq m
1000157206,No,SKT Sphere Bundang,"6, Hwangsaeul-ro 258beon-gil, Bundang-gu",Seongnam-si,,13595,Republic of Korea,v4,64,Gold,9/15/2022,Yes,1725,,3/15/2022,sq m
1000160847,No,IGIS 2F Office at Sewoo Bldg.,"Yeouigongwon-ro, Yeongdeungpo-gu",Seoul,,07241,Republic of Korea,v4,61,Gold,1/4/2023,Yes,1050,,6/12/2022,sq m
1000160382,No,Christian Dior Hyundai Pangyo Men,"20 Pangyoyeok-ro 146 Gil, Bundang-gu",Seongnam-si,,13529,Republic of Korea,v4.1,51,Silver,9/14/2023,Yes,199,,5/29/2022,sq m
1000152814,No,Christian Dior Seoul The Hyundai,"Parc 1, 108 Yeoui-daero, Yeongdeungpo-gu",Seoul,,07335,Republic of Korea,v4,51,Silver,10/17/2022,Yes,510,,12/13/2021,sq m
1000185323,No,AMQ Busan Shinsegae Centum City,Centum nam-daero 35,Busan,,48060,Republic of Korea,v4,64,Gold,10/2/2024,Yes,99,,9/21/2023,sq m
1000152779,No,Project 107,107-12,Seoul,,04550,Republic of Korea,v4,63,Gold,6/28/2025,Yes,32176,,12/12/2021,sq m
1000158185,No,Timewalk Myeongdong,"78, Namdaemun-ro, Jung-gu",Seoul,,04534,Republic of Korea,v4,65,Gold,12/21/2022,Yes,34754,,4/8/2022,sq m
1000157758,No,Keppel T Tower,"30, Sowol-ro 2-gil,",Seoul,,04637,Republic of Korea,v4,82,Platinum,12/2/2022,Yes,300056,,3/30/2022,sq ft
1000161109,No,Van Cleef & Arpels Shinsegae Main 1F,"63, Sogong-ro, Jung-gu 04530",Seoul,,45330,Republic of Korea,v4,55,Silver,10/30/2022,Yes,66,,6/16/2022,sq m
1000160988,No,Burberry SSG Gangnam WW,"176 Sinbanpo-ro, Seocho-gu",Seoul,,00000,Republic of Korea,v4,61,Gold,1/12/2023,Yes,163,,6/14/2022,sq m
1000160782,No,Burberry SSG Daegu,"149 Dongbu-ro, Dong-gu",Daegu,,00000,Republic of Korea,v4,60,Gold,7/23/2023,Yes,242,,6/10/2022,sq m
1000164526,No,Samsung store  Cheongdam,"336, Dosan-daero, Gangnam-gu",Seoul,,06055,Republic of Korea,v4,55,Silver,2/9/2023,Yes,1188,,8/25/2022,sq m
1000192192,No,KENDALL SQUARE YEOJU,"Ganam-eup, Simseok-ri",Yeoju-si,,12663,Republic of Korea,v4,65,Gold,4/10/2025,Yes,456336,,1/30/2024,sq m
1000217056,No,Samsung SDS Tower,"125, Olympic-ro 35-gil",Songpa-gu,,05510,Republic of Korea,v4,91,Platinum,10/9/2025,Yes,72833,,5/13/2025,sq m
1000196212,No,Burberry SSG Centum WW,"35 Centum nam-daero, Haeundae-gu, Busan,",Busan,,00000,Republic of Korea,v4,74,Gold,3/10/2025,Yes,199,,2/26/2024,sq m
1000196232,No,Burberry SSG Gangnam  Mens,"176 Sinbanpo-ro, Seocho-gu, Seoul, South",seoul,,06001,Republic of Korea,v4,74,Gold,11/15/2024,Yes,126,,2/26/2024,sq m
1000197272,No,Factorial Seongsu,"314-11, Seongsu-dong 2(i)-ga",Seoul,,06013,Republic of Korea,v4,66,Gold,8/22/2024,Yes,15591,,2/27/2024,sq m
1000196044,No,CASA LOEWE SEOUL,"446 Apgujeong-ro, Gangnam-gu",Seoul,,06015,Republic of Korea,v4,72,Gold,1/6/2025,Yes,689,,2/25/2024,sq m
1000196087,No,GIC Seoul Office,"152, Teheran-ro, Gangnam-gu",Seoul,,06236,Republic of Korea,v4,63,Gold,10/28/2024,Yes,353,,2/25/2024,sq m
1000184124,No,KT&G Sejong Printing Factory,"558, Yanggok-ri",Sejong,,30007,Republic of Korea,v4,61,Gold,9/3/2025,Yes,54069,,8/23/2023,sq m
1000173776,No,Siheung Logistics Centre,2100-2 Jeongwang-dong,Siheung-si,,15114,Republic of Korea,v4,63,Gold,10/1/2024,Yes,63461,,3/10/2023,sq m
1000173819,No,Samsung Gangnam,"411 Gangnam-daero, Seocho-gu",Seoul,,06615,Republic of Korea,v4,57,Silver,10/26/2023,Yes,2521,,3/10/2023,sq m
1000173823,No,Pulmuone Together Welfare Center,"31, Maengni-ro 2beon-gil, Wonsam-myeon,",Yongin-si,,17166,Republic of Korea,v4,64,Gold,10/30/2023,Yes,350,,3/10/2023,sq m
1000186508,No,Seoul Finance Center,"84, Taepyungro1-ga, Chung-gu",Seoul,,04520,Republic of Korea,v4,81,Platinum,4/4/2024,Yes,1164677,,10/22/2023,sq ft
1000186553,No,Christian Dior Hyundai Main Women LG,"165 Apgujeong-ro, Gangnam-gu",Seoul,,06001,Republic of Korea,v4,51,Silver,6/5/2024,Yes,136,,10/23/2023,sq m
1000186556,No,Christian Dior Hyundai Main Men,"165 Apgujeong-ro, Gangnam-gu",Seoul,,06001,Republic of Korea,v4,54,Silver,3/12/2024,Yes,171,,10/23/2023,sq m
1000186559,No,Christian Dior Hyundai Pangyo Women,"146 Bungil 20, Pangyoyeok-ro, Bundang-gu",Seongnam,,13529,Republic of Korea,v4,53,Silver,4/7/2024,Yes,514,,10/23/2023,sq m
1000168610,No,"MASTERN REF No.79, D-Tower Donuimum","134, Tongil-ro Jongno-gu",Seoul,,03181,Republic of Korea,v4,86,Platinum,4/26/2023,Yes,72534,,11/21/2022,sq m
1000168754,No,Seoul City Tower,"Namdaemun-ro 5-ga, Jung-gu #581",Seoul,,04637,Republic of Korea,v4.1,63,Gold,4/17/2023,Yes,40724,,11/23/2022,sq m
1000167964,No,GREITS Pangyo,"117, Bundangnaegok-ro, Bundang-gu",Seongnam-si,,13529,Republic of Korea,v4,63,Gold,6/2/2023,Yes,69108,,11/8/2022,sq m
1000167965,No,WISE Tower,"17, Sejong-daero, Jung-gu",Seoul,,04512,Republic of Korea,v4,53,Silver,4/27/2023,Yes,31615,,11/8/2022,sq m
1000167967,No,SK Securities Building,"31, Gukjegeumyung-ro 8-gil, Yeongdeungpo",Seoul,,07332,Republic of Korea,v4,65,Gold,10/17/2023,Yes,38590,,11/9/2022,sq m
1000168358,No,CENTERPLACE-Office,"40, Namdaemun-ro 9-gil, Jung-gu",Seoul,,04522,Republic of Korea,v4,66,Gold,9/14/2023,Yes,26813,,11/14/2022,sq m
1000168409,No,Keppel Yeouido Finance Tower,Yeouido Finance Tower,Yeongdeungpo-gu,,07325,Republic of Korea,v4,73,Gold,11/21/2023,Yes,320721,,11/15/2022,sq ft
1000168463,No,kakao pangyo agit,"166, Pangyoyeok-ro, Bundang-gu, Seongnam-si, Gyeonggi-do, Re",Seongnam-si,,13529,Republic of Korea,v4,65,Gold,3/15/2023,Yes,56788,,11/17/2022,sq m
1000184275,No,Pacific Tower,"41, Sejong-daero 9-gil",Seoul,,04513,Republic of Korea,v4,66,Gold,1/30/2024,Yes,44350,,8/29/2023,sq m
1000185075,No,Bundang First Tower,"55, Bundang-ro, Bundang-gu",Seongnam-si,,13591,Republic of Korea,v4,64,Gold,3/26/2024,Yes,40295,,9/13/2023,sq m
1000184592,No,S&P Global Seoul Office Relocation,"136, Sejong-daero, Jung-gu, Seoul, Repub",Seoul,,04520,Republic of Korea,v4,53,Silver,1/21/2024,Yes,407,,9/5/2023,sq m
1000184920,No,Burberry Hyundai Kintex,"817 Hosu-ro, Ilsanseo-gu, Goyang-si, Gye",Goyang-si,,00000,Republic of Korea,v4,66,Gold,3/21/2024,Yes,175,,9/11/2023,sq m
1000179640,No,Busan Amnamdong Logistics,"633-3, Amnam-dong, Seo-gu,",Busan,,49273,Republic of Korea,v4,46,Certified,6/23/2025,Yes,54588,,5/12/2023,sq m
1000171290,No,VCA Hyundai Pangyo,"20, Pangyoyeok-ro 146beon-gil",Gyeonggi-do,,13529,Republic of Korea,v4,53,Silver,7/18/2023,Yes,131,,1/29/2023,sq m
1000170970,No,Christian Dior Hyundai Main Baby,"165 Apgujeong-ro, Gangnam-gu, Seoul",Seoul,,06001,Republic of Korea,v4,50,Silver,10/31/2023,Yes,86,,1/20/2023,sq m
1000171289,No,Mapletree Logistics Centre Baeksa 1,"322, Cheongbaengni-ro, Baeksa-myeon, Ich",Icheon-si,,17315,Republic of Korea,v4,63,Gold,6/21/2023,Yes,41148,,1/29/2023,sq m
1000195791,No,Sihwa MTV 2BL Logistics Center,400 Sihwa Venture-ro,Siheung-si,,15117,Republic of Korea,v4,53,Silver,10/23/2025,Yes,166787,,2/23/2024,sq m
1000176581,No,The Pinnacle Gangnam,"343 Hakdong-ro, Gangnam-gu",Seoul,,06060,Republic of Korea,v4,64,Gold,1/3/2024,Yes,36539,,4/17/2023,sq m
1000172840,No,Cheongju SUPEX Center,"Oebuk-dong, Heungdeok-gu",Cheongju-si,,28356,Republic of Korea,v4,54,Silver,5/3/2024,Yes,44254,,2/23/2023,sq m
1000167220,No,VCA Shinsegae Centum City Busan,"1F 35, Centum nam-daero",Busan-si,,48058,Republic of Korea,v4,54,Silver,7/25/2023,Yes,159,,10/21/2022,sq m
1000182615,No,TIFFANY & Co. Korea Hyundai Coex PERM,"1F, Hyundai Department Coex store 517 Teheran-Ro, Gangnam-Gu",Seoul,,06000,Republic of Korea,v4,66,Gold,9/24/2024,Yes,264,,7/26/2023,sq m
1000169606,No,Miu Miu Seoul Hyundai Coex 2F,"517 Teheran-ro, Samseong 1-dong",Seoul,,00000,Republic of Korea,v4,64,Gold,7/17/2023,Yes,144,,12/16/2022,sq m
1000182052,No,Anseong Mercedes-Benz Korea PDC,"24-26, Iljukdangchon 1-gil",Gyeonggi-do,,17527,Republic of Korea,v4,64,Gold,3/19/2024,Yes,32385,,7/18/2023,sq m
1000212983,No,BURBERRY SEOUL FLAGSHIP,459 DOSANDAE-RO,Seoul,,06015,Republic of Korea,v4,69,Gold,8/22/2025,Yes,1172,,1/13/2025,sq m
1000172442,No,TIMES TERRACE,"220, Dongtanjungang-ro",Hwaseong-si,,18445,Republic of Korea,v4.1,69,Gold,9/6/2023,Yes,81817,,2/17/2023,sq m
1000172150,No,Gimhae Sangdong Logistics Park,"164-1, Daegam-ri, Daedong-myeon",Gimhae,,50804,Republic of Korea,v4,43,Certified,11/10/2024,Yes,131357,,2/12/2023,sq m
1000172228,No,WALKERHILL T1 TRANSIT HOTEL,"271, Gonghang-ro, Jung-gu",Incheon,,22382,Republic of Korea,v4,64,Gold,11/16/2023,Yes,1000,,2/14/2023,sq m
1000172231,No,Hines Logistics Iljuk,"13-1, Sinheung-ri, Iljuk-myeon",Anseong,,17526,Republic of Korea,v4,47,Certified,1/16/2025,Yes,88234,,2/14/2023,sq m
1000171833,No,Courtyard by Marriott Pyeongtaek,"Godeok-myeon, Bangchuk-ri",Pyeongtaek-si,,17821,Republic of Korea,v4,44,Certified,8/31/2025,Yes,20020,,2/8/2023,sq m
1000178456,No,Python Construction Project,"821, Galsan-ri, Tangjeong-myeon, Asan-si",Chungcheongnam-do,,33684,Republic of Korea,v4,56,Silver,12/19/2024,Yes,322856,,4/27/2023,sq ft
1000169602,No,Tiffany Korea Shinsegae Gyeonggi,"536, Poeun-daero, Shinsegae GyeonggiYongin-si, Gyeonggi",Seoul,,14086,Republic of Korea,v4,64,Gold,5/5/2023,Yes,2013,,12/16/2022,sq m
1000198985,No,Diageo Seoul,"521, Teheran-ro, Gangnam-gu",Seoul,,06164,Republic of Korea,v4,64,Gold,12/8/2024,Yes,935,,2/28/2024,sq m
1000181674,No,NC Tower 1,"509, Teheran-ro, Gangnam-gu",Seoul,,06169,Republic of Korea,v4.1,64,Gold,10/26/2023,Yes,25287,,7/6/2023,sq m
1000181676,No,NCSOFT R&D Center,"12, Daewangpangyo-ro 644beon-gil, Bundan",Seongnam-si,,13494,Republic of Korea,v4.1,66,Gold,11/14/2023,Yes,66912,,7/6/2023,sq m
1000180557,No,LOEWE Shinsegae Centum City,"35 Centum-Namdaro, Haeundae-gu",Pusan,,48058,Republic of Korea,v4,55,Silver,8/31/2023,Yes,55,,6/7/2023,sq m
1000188381,No,Pangyo Techno Valley GB I,"19, Pangyo-ro 256beon-gil, Bundang-gu",Seongnam,,13487,Republic of Korea,v4.1,65,Gold,11/26/2024,Yes,26501,,12/1/2023,sq m
1000188385,No,Pangyo Techno Valley GB II,"25, Pangyo-ro 256beon-gil, Bundang-gu",Seongnam,,13487,Republic of Korea,v4.1,64,Gold,11/26/2024,Yes,12142,,12/1/2023,sq m
1000188387,No,CENTRE POINT GWANGHWAMUN,"31, Saemunan-ro 5-gil, Jongno-gu",Seoul,,03173,Republic of Korea,v4.1,65,Gold,11/18/2024,Yes,29474,,12/1/2023,sq m
1000188441,No,KAKAO Data Center Ansan,"689, Haean-ro, Sangnok-gu",Ansan,,15588,Republic of Korea,v4,48,Certified,1/14/2025,Yes,39630,,12/3/2023,sq m
1000108419,No,IGIS-Korea-Jeongdong LEED EB,15-5 Jeong-dong,Seoul,,04518,Republic of Korea,v4,67,Gold,11/5/2019,Yes,30595,,5/28/2018,sq m
1000099603,No,Zara Kangnam,Namseoul Building 1304#3,Seoul,,06611,Republic of Korea,v2009,83,Platinum,11/27/2018,Yes,3420,,5/8/2017,sq m
1000100042,No,Citibank Seoul Center,"89-29, 2ga, Shinmun-ro, Chongro-gu",Seoul,,03184,Republic of Korea,v2009,41,Certified,1/30/2019,Yes,21203,,6/4/2017,sq ft
1000100043,No,Citibank Dogok Center,"467-14 Dogok-dong, Gangnam-gu",Seoul,,06292,Republic of Korea,v2009,44,Certified,1/30/2019,Yes,12754,,6/4/2017,sq ft
1000140484,No,RICH CENTRAL,"96, songdo-dong",Yeonsu-gu,,22009,Republic of Korea,v4,46,Certified,3/30/2022,Yes,24150,,2/3/2021,sq m
1000138112,No,Opo Logistics Park A1,San 64-125,Gwangju-si,,12774,Republic of Korea,v4,42,Certified,4/14/2022,Yes,74524,,11/26/2020,sq m
1000138113,No,Opo Logistics Park A2,San 64-125,Gwangju-si,,12774,Republic of Korea,v4,43,Certified,4/14/2022,Yes,37336,,11/26/2020,sq m
1000138132,No,Opo Logistics Park B2,San 64-125,Gwangju-si,,12774,Republic of Korea,v4,44,Certified,4/14/2022,Yes,38500,,11/26/2020,sq m
1000122190,No,Won-gok Logistics Park,"915-0, Chilgok-ri, Wongok-myun Ansung-si, Kyunggi-do",Ansung,,17555,Republic of Korea,v4,41,Certified,12/4/2020,Yes,154170,,8/18/2019,sq m
1000090952,No,NAVER 1784,178-4,Seongnam-si,,13561,Republic of Korea,v2009,86,Platinum,7/11/2025,Yes,1284223,,10/27/2016,sq ft
1000073853,No,Goyang Logistics Park,"701-0, Wonheung-dong",Goyang-si,,10555,Republic of Korea,v2009,60,Gold,1/30/2019,Yes,199544,,7/7/2016,sq m
1000070889,No,Gimpo Logistics Park,743 Jeonho-ri,Gim-po,,10094,Republic of Korea,v2009,56,Silver,4/1/2020,Yes,91980,,4/7/2016,sq m
1000070515,No,Songdo Ara Plaza,Techno park st. 113,Songdo,,22009,Republic of Korea,v2009,47,Certified,1/14/2018,Yes,17745,,4/6/2016,sq m
1000068562,No,Bucheon Logistics Park,"440-12, Ojeong-dong",Bucheon-si,,14434,Republic of Korea,v2009,64,Gold,4/29/2018,Yes,305059,,3/14/2016,sq m
1000064704,No,Tangjeong Samsung Child Care Center,Tangjeong-myun Myungam-ri 853,Asan,,336-841,Republic of Korea,v2009,51,Silver,3/8/2016,Yes,44970,,11/30/2015,sq ft
1000038058,No,NAVER CONNECT ONE,"330-17, Mancheon-ri, Dong-myeon",Chuncheon,,200-852,Republic of Korea,v2009,85,Platinum,9/7/2015,Yes,315365,,1/5/2014,sq ft
1000035787,No,Chungnam Samsung Academy - EC,"599-1, Myeongam-ri, Tangjeong-myeon",Asan City,,336-741,Republic of Korea,v2009,58,Silver,4/29/2014,Yes,94393,,9/24/2013,sq ft
1000035788,No,Chungnam Samsung Academy-E,"599-1, Myeongam-ri, Tangjeong-myeon",Asan City,,336-741,Republic of Korea,v2009,53,Silver,2/5/2014,Yes,44960,,9/24/2013,sq ft
1000035789,No,Chung-nam Samsung High School - LA,"599-1, Myeongam-ri, Tangjeong-myeon",Asan City,,336-741,Republic of Korea,v2009,52,Silver,4/6/2014,Yes,44091,,9/24/2013,sq ft
1000033066,No,Chung-nam Samsung High School - Admin,"599-1, Myeongam-ri, Tangjeong-myeon",Asan City,,336-741,Republic of Korea,v2009,47,Certified,4/6/2014,Yes,96819,,5/30/2013,sq ft
1000027948,No,ICHEON MIDAS GOLF RESORT CLUB HOUSE,Seolseongmyeon Songgyeri 1-1,Icheonsi,,467-883,Republic of Korea,v2009,51,Silver,11/4/2013,Yes,65961,,10/18/2012,sq ft
1000017236,No,NAVER GREEN DATACENTER,"330-17 Mancheon-ri, Dong-myeon",Chuncheon,,200-852,Republic of Korea,v2009,95,Platinum,5/22/2013,Yes,519834,,7/20/2011,sq ft
1000011227,No,SCP Welfare Center,,Asan-si,,,South Korea,v2009,51,Silver,9/7/2011,Yes,105616,,12/1/2010,sq ft
1000104244,No,Pulmuone Osong R&D Center,"414-1 Chongjung-ri, Osongup, Heungduckgu",Cheongju,,28164,Republic of Korea,v4,61,Gold,3/29/2020,Yes,13020,,12/14/2017,sq m
1000103782,No,Burberry Lotte Busan ACC,"772, Gaya-daero, Busanjin-gu",Busan,,47285,Republic of Korea,v4,62,Gold,6/21/2018,Yes,1981,,11/16/2017,sq m
1000103977,No,Transit Hotel by Walkerhill,"272, Gonghang-ro, Jung-gu",Incheon,,22382,Republic of Korea,v4,63,Gold,4/12/2018,Yes,13993,,11/29/2017,sq m
1000094166,No,LG Science park- LG Electronics/ Phase 1,Magok District DP2,Seoul,,07796,Republic of Korea,v2009,50,Silver,10/12/2020,Yes,188885,,10/31/2016,sq m
1000094172,No,LG Sciencepark DP2 Phase 2,Magok District DP2,Seoul,,07796,Republic of Korea,v2009,53,Silver,3/18/2025,Yes,127540,,10/31/2016,sq m
1000097465,No,Burberry Hanam Starfield,"750, Misa-daero",Hanam-si,,06015,Republic of Korea,v4,43,Certified,4/9/2017,Yes,200,,1/2/2017,sq ft
1000105226,No,ARMY PN86877 AFH090 Family Towers,USAGH - AFH090 Hamjeong-ri,Pyeongtaek-si,,17979,Republic of Korea,v4,62,Gold,9/12/2024,Yes,56298,,1/25/2018,sq m
1000190578,No,BorgWarner ChangNyeong Projects,"Changnyeong-gun, Gyeongsangnam-do, Korea",Changnyeong-gun,,50340,Republic of Korea,v4,44,Certified,1/24/2025,Yes,7700,,1/4/2024,sq m
1000189828,No,KB Life Tower,"298, Gangnam-daero, Gangnam-gu, Seoul, R",Seoul,,06253,Republic of Korea,v4,66,Gold,3/20/2024,Yes,35431,,12/21/2023,sq m
1000189430,No,The Asset,"14 Seocho-daero 74-gil, Seocho-gu, Seoul",Seoul,,06620,Republic of Korea,v4,83,Platinum,8/28/2024,Yes,64494,,12/14/2023,sq m
1000189426,No,Genesis - Cheongju,"257 Jikji-daero, Heungdeok-gu",Cheongju,,28358,Republic of Korea,v4,61,Gold,4/2/2025,Yes,4523,,12/14/2023,sq m
1000142637,No,Uiwang Technopark Warehouse,264-2 I-dong,Uiwang-si,,16079,Republic of Korea,v4,52,Silver,4/28/2022,Yes,62068,,3/24/2021,sq m
1000142718,No,Logiport West Anseong Complex-II,"40-6, Dogok-ri, Yangseong-myeon",Anseong,,17501,Republic of Korea,v4,50,Silver,2/10/2025,Yes,34120,,3/25/2021,sq m
1000143171,No,Burberry Seoul Flagship,"459, Dosan-daero",Seoul,,06015,Republic of Korea,v4,62,Gold,10/17/2021,Yes,3876,,4/11/2021,sq m
1000216481,No,BURBERRY SSG GWANGJU,"932 Mujin-daero, Seo-gu,",Gwangju,,61932,Republic of Korea,v4,68,Gold,11/10/2025,Yes,102,,4/23/2025,sq m
1000141887,No,MAGOK CP4,"769, Magok-dong",Seoul,,05836,Republic of Korea,v4,53,Silver,1/22/2025,Yes,306169,,3/8/2021,sq m
1000163632,No,Van Cleef & Arpels Shinsegae Daejeon,"17 EXPO-ro, Doryong-dong, Yuseong-gu",Daejeon,,35229,Republic of Korea,v4,53,Silver,7/21/2023,Yes,134,,8/8/2022,sq m
1000164340,No,nol-universe office,"70, Geumto-ro (13453)",Seongnam-si,,46138,Republic of Korea,v4,68,Gold,9/18/2024,Yes,45732,,8/22/2022,sq m
1000164346,No,Burberry Lotte Busan MW,"772 GAYA-DAERO, BUSANJIN-GU",Busan,,47285,Republic of Korea,v4,63,Gold,3/6/2023,Yes,146,,8/22/2022,sq m
1000164347,No,Burberry SSG Daegu CHW,"149 Dongbu-ro, Dong-gu",Daegu,,00000,Republic of Korea,v4,63,Gold,2/27/2023,Yes,95,,8/22/2022,sq m
1000165571,No,Hines Logistics Namyang,"289-3, Musong-ri, Namyang-eup",Hwaseong,,18279,Republic of Korea,v4,47,Certified,8/4/2023,Yes,45312,,9/16/2022,sq m
1000164679,No,Tmax Sunae Tower,"29, Hwangsaeul-ro 258beon-gil, Bundang-gu",Seongnam-si,,13595,Republic of Korea,v4,62,Gold,2/26/2023,Yes,10972,,8/31/2022,sq m
1000164680,No,Hunus Building,"93, Baekhyeon-ro, Bundang-gu",Seongnam-si,,13595,Republic of Korea,v4,53,Silver,2/23/2023,Yes,9800,,8/31/2022,sq m
1000164681,No,Top Building,"10, Seongnam-daero 926beon-gil, Bundang-gu",Seongnam-si,,13506,Republic of Korea,v4,54,Silver,3/23/2023,Yes,8850,,8/31/2022,sq m
1000144844,No,SKYBOX 1,"1549-4 Oryu-dong, Seo-gu, Incheon, Repub",Incheon,,00000,Republic of Korea,v4.1,72,Gold,12/12/2021,Yes,35393,,5/25/2021,sq m
1000144852,No,SKYBOX 2,"1544-2 Oryudong, Seougu, Incheon, Republ",Incheon,,00000,Republic of Korea,v4.1,67,Gold,12/12/2021,Yes,50210,,5/25/2021,sq m
1000144702,No,ARC PLACE,"736-1 Yeoksam-dong, Gangnam-gu",Seoul,,00000,Republic of Korea,v4.1,67,Gold,12/12/2021,Yes,41762,,5/23/2021,sq m
1000163681,No,Dior Seoul Galleria W Shoe Store,"343 Apgujeong-ro, Gangnam-gu",Seoul,,06008,Republic of Korea,v4.1,50,Silver,5/8/2023,Yes,102,,8/9/2022,sq m
1000166011,No,CJ THE CENTER,"12, Sowol-ro 2-gil, Jung-gu",Seoul,,04637,Republic of Korea,v4,65,Gold,3/14/2023,Yes,16670,,9/27/2022,sq m
1000166012,No,Mastern Investment Trust No. 156,"Gumi-ro, Bundang-gu",Seongnam-si,,13638,Republic of Korea,v4,64,Gold,3/26/2023,Yes,33344,,9/27/2022,sq m
1000167136,No,Pyeongtaek Gisul2dong,"Gisul2dong, 114, Samseong-ro",Pyeongtaek,,17786,Republic of Korea,v4,83,Platinum,4/25/2024,Yes,48853,,10/20/2022,sq m
1000167159,No,Taepyeongro Building,"73, Sejong-daero, Jung-gu",Seoul,,04514,Republic of Korea,v4,82,Platinum,5/16/2023,Yes,31696,,10/20/2022,sq m
1000145156,No,KLC2 KOREA LOGISTICS CENTER,"3243-34 Unseo-dong, Jung-gu",Incheon,,22379,Republic of Korea,v4,60,Gold,7/6/2023,Yes,32305,,6/4/2021,sq m
1000215611,No,Koreit Tower,"137, Teheran-ro, Gangnam-gu, Seoul, Repu",Seoul,,06132,Republic of Korea,v4,64,Gold,11/9/2025,Yes,25345,,3/31/2025,sq m
1000140399,No,Cartier Lotte Myungdong DF,10F Lotte MD DF,Seoul,,04533,Republic of Korea,v4,44,Certified,11/11/2021,Yes,263,,2/1/2021,sq m
1000166010,No,L'Oreal Korea - Seoul X.O. Project,"517, Yeongdong-daero, Gangnam-gu",Seoul,,06164,Republic of Korea,v4,60,Gold,3/26/2024,Yes,5080,,9/27/2022,sq m
1000166812,No,Gangnam N Tower,"129, Teheran-ro, Gangnam-gu",Seoul,,06133,Republic of Korea,v4,65,Gold,3/15/2023,Yes,41725,,10/13/2022,sq m
1000142283,No,Prada Seoul Shinsegae Gangnam 2F,"176, Sinbanpo-ro, Seocho-gu",Seoul,,06546,Republic of Korea,v4,60,Gold,4/21/2022,Yes,1658,,3/18/2021,sq m
1000141953,No,H SQUARE,"81, Yanghwa-ro, Mapo-gu",Seoul,,04034,Republic of Korea,v4,57,Silver,8/8/2021,Yes,10208,,3/10/2021,sq m
1000208990,No,Parc1 NH FINANCE TOWER-Tower2,"108, Yeoui-daero, Yeongdeungpo-gu",Seoul,,07335,Republic of Korea,v4,81,Platinum,5/8/2025,Yes,123787,,9/23/2024,sq m
1000209207,No,Arc Place,"142, Teheran-ro",Seoul,,06236,Republic of Korea,v4,89,Platinum,8/7/2025,Yes,497185,,9/26/2024,sq ft
1000206147,No,BNK Digital Tower,"398, Seocho-daero, Seocho-gu",Seoul,,06619,Republic of Korea,v4,62,Gold,11/26/2024,Yes,26151,,6/26/2024,sq m
1000198423,No,Alexander McQueen Seoul Galleria East,"Galleria Department Store EAST, 407 Apgu",Seoul,,06009,Republic of Korea,v4,62,Gold,7/18/2024,Yes,86,,2/28/2024,sq m
1000207324,No,Applied Materials Korea NF Summit Office,"200-18, Godeokjungang-ro",Pyeongtaek,,18014,Republic of Korea,v4,56,Silver,6/25/2025,Yes,5872,,8/1/2024,sq m
1000211359,No,Alfa Laval Korea Office,"110, Huam-ro, Jung-gu",Seoul,,04637,Republic of Korea,v4,53,Silver,8/4/2025,Yes,700,,12/2/2024,sq m
1000203178,No,Logis1 Icheon Baeksa,"353, Cheongbaengni-ro 393beon-gil, Baeks","Icheon-si, Gyeonggi-do",,17314,Republic of Korea,v4.1,63,Gold,12/4/2024,Yes,64689,,3/29/2024,sq m
1000202028,No,D-Cube City Office,"662 Gyeongin-ro, Guro-gu,",Seoul,,08209,Republic of Korea,v4.1,67,Gold,11/12/2024,Yes,55116,,3/4/2024,sq m
1000204278,No,Mirae Asset CENTER1,"26, Eulji-ro 5-gil, Jung-gu",Seoul,,04539,Republic of Korea,v4,92,Platinum,11/14/2024,Yes,1380784,,5/12/2024,sq ft
1000204848,No,Namsan Sowol Tower,"24, Toegye-ro, Jung-gu",Seoul,,04637,Republic of Korea,v4.1,81,Platinum,9/19/2024,Yes,40517,,5/22/2024,sq m
1000205278,No,Anseong Logistics Center A,"583, Cheondeoksan-ro, Wongok-myeon",Anseong-si,,17554,Republic of Korea,v4,66,Gold,1/19/2025,Yes,417166,,6/2/2024,sq m
